Course ID,Title,Description
1011,Programmieren fürs Web,"Das World Wide Web (kurz WWW) hat unser Zusammenleben revolutioniert. Viele Menschen nutzen den Begriff, der die wohl wichtigste Anwendung im Internet beschreibt, sogar synonym für Internet – so fest ist es in unserem Sprachgebrauch inzwischen verankert.
Im zweiten Teil unserer Kursreihe zum Thema Web-Technologien beschäftigen wir uns näher mit der Web-Programmierung. Dabei schauen wir uns zunächst die Clientseitige Web-Programmierung an. In der zweiten Kurswoche steht die Serverseitige Web-Programmierung auf dem Programm."
1012,Enterprise Goes Cloud,"In this free online course, you’ll learn not only the theoretical key concepts and technologies of enterprise cloud platforms, but also conduct a practical exercise to apply some of your newly acquired knowledge by deploying a sample cloud-native application on SAP Business Technology Platform."
1013,Wie das Web technisch funktioniert,"Das World Wide Web (kurz WWW) hat unser Zusammenleben revolutioniert. Viele Menschen nutzen den Begriff, der die wohl wichtigste Anwendung im Internet beschreibt, sogar synonym für Internet – so fest ist es in unserem Sprachgebrauch inzwischen verankert. Werfen Sie mit uns in diesem Kurs einen Blick hinter die Kulissen der Webtechnologie! Lernen Sie mehr darüber, wie das Web technisch funktioniert."
1014,Datenschutz für Einsteigerinnen und Einsteiger,"Im Kurs ""Datenschutz für Einsteigerinnen und Einsteiger“ lernen Sie die rechtlichen Grundlagen des Datenschutzes in Deutschland kennen. Wir wollen unter anderem auf folgende wesentliche Elemente eingehen:
Betroffenenrechte
Auftragsverarbeitungsvereinbarung
Verfahrensverzeichnis
Datenschutzfolgenabschätzung
Voraussetzungen für ein Datenschutzmanagementsystem gemäß DSGVO
Zuletzt erfahren interessierte Kursteilnehmerinnen und -teilnehmer, was im Falle einer Datenpanne zu unternehmen ist."
1015,Learning @ Scale 2021 & EMOOCs 2021,"All learning institutions have been forced to transform and redesign their learning methods, moving from traditional models to hybrid or complete online models at scale. This has shown clearly and rapidly, what already works in online education and what still has a ways to go. The learnings derived from praxis and research have been explored in EMOOCs /Learning @ Scale 2021 which took place completely online from June 22 to June 24, 2021.
For more information, please visit also our official website."
1016,A Step-by-Step Introduction to Process Mining,"Process mining is widely used in organizations to improve the understanding of business processes, based on data. Therefore, process mining is also called “data science for business processes”. While process mining has gone mainstream, there are many underlying concepts and techniques, and these are complex. The goal of this online course is to provide a general understanding of the concepts and techniques behind process mining. The course will be most valuable for domain experts, whose business processes are investigated, and for professionals in IT and in business consulting. We aim at providing a common understanding and a common language that facilitates communication between all stakeholders involved in process mining projects."
1017,Digital Entrepreneurship,"What exactly does digital entrepreneurship mean and how does it differ from ""classic"" entrepreneurship? How does digital entrepreneurship influence the economy and society? How does effective collaboration between different stakeholders work and what role do digital ecosystems play in this? What kind of entrepreneurial mindset does digital entrepreneurship need?
Not only in times of Corona, digital companies, digital business models and digital business processes are on the rise. Using many examples from entrepreneurs and scientists, you will learn in a clear and practice-oriented way what it means to be a digital entrepreneur. Based on state-of-the-art examples from digital entrepreneurship research, you will develop your own digital entrepreneurship approach and philosophy."
1018,Blockchain - Revealing the Myth,"In this course we want to explore the origins, goals, development path and fakes of Blockchain technology that have emerged along the way. More specifically, we will take a look at the initial idea of Blockchain and how it works. Then, we will examine which evolution it has run through from a decentralized registry to a world computer. Participants will get to know the challenges of Blockchain and Blockchain alternatives. Last but not least, we will explain how you can successfully use blockchain."
1019,HPI Academy: Professional Track Spring 2021,"The Professional Track is an implementation program specifically designed for executives to use Design Thinking as a strategy to manage complexity in change processes. Experience the fundamental Design Thinking principles, apply to most impactful tools and agile methods and train your skills in your company project as Strategic Design Thinking Project Teamleader.
Register now for the upcoming course starting March 08, 21. Registration closes January 29, 21.
This online training experience is provided by the HPI Academy."
1020,Cybersecurity Basics - Exam,"If you have completed the three security workshops offered on openHPI this year, you should now have a good knowledge of the basics of cybersecurity. Here we offer you the opportunity to take an exam on the material from all three workshops. If successful, you will receive a record of achievement or a qualified certificate, which is usually only awarded in 6-week courses.
You may not register for the exam until you have met the eligibility requirements. The following criteria must be met:
Participation in the 3 Workshops Confidential Communication in the Internet, Digital Identities, Cyberthreats by Malware
Proof of a confirmation of participation in each of the three workshops (access of at least 80% of the learning material)
The participation in the weekly assignments in the individual courses is not relevant for this exam."
1021,Computeranatomie - Ein Blick ins Innere deines Rechners,"Wie sieht es eigentlich in einem Computer aus? Für viele ist dies eine spannende Frage, die bisher unbeantwortet blieb. In diesem Kurs wollen wir diese Wissenslücke schließen und einen Einblick in die Computerhardware geben.
Dabei werden wir in dem zweiwöchigen Kurs auf die wichtigsten Hardwarekomponenten in einem Computer eingehen und ihre Funktionsweisen kennenlernen. Weiterhin betrachten wir auch das Zusammenspiel zwischen den Komponenten."
1022,Cyberthreats by Malware,"In this course we will discuss a huge problem on the Internet: The spread of malware.
The number of cyber attacks has increased again in 2020. New forms of malware have evolved, even more disruptive and more damaging.
We will cover different types of malware, such as, viruses, worms, and trojans, talk about botnets and ransomware, and mention some countermeasures."
1023,Digital Identities,"The average Internet user has more than 25 Internet accounts, which are created for a wide variety of purposes. Besides accounts for e-mail services or social networks, users need access to learning platforms or online shopping services. Each of these internet accounts represents an individual digital identity. Each of these identities in turn contains a wide variety of personal information. In addition to information used to authenticate a user, such as an e-mail address and password, other services require very personal and sensitive data, such as bank details for payment and the place of residence for the subsequent delivery of an order."
1024,Confidential Communication in the Internet,"A message on the Internet is sent through several networks and via different stations on its way to the target system. The individual stations are responsible for ensuring that the message is properly forwarded and finally delivered to the correct recipient. Each of these stations, if the message is sent in plain text, can receive the message and read its content. This means that a potential attacker, if he controls one of these intermediate systems, can also read the content of the message and even modify it before retransmitting it. Such attacks can have extreme effects on communication.
In this course we will look at how and whether your connection to online banking is secure or whether the content of an e-mail is trustworthy. For this purpose we will deal with the basics of cryptography, security objectives and different types of encryption. In addition, we will provide insights into different models and standards that are used in practice."
1025,Future of Computing - on the Road to Quantum,"We present technologies that are building blocks for the “Future of Computing”. Improvements in system architecture are required to satisfy the ever-growing need for computational power.
In 3 weeks we will cover the topics: technology trends, new system architectures, and quantum computing. We are working together with IBM Research and Development experts to give you insights from the industry."
1026,Knowledge Graphs,"Even though it affects our lives every single day, most of us have no idea what a knowledge graph is. Asking Alexa about the weather tomorrow or searching for the latest news on climate change via Google, knowledge graphs constitute the backbone of today’s state-of-the-art information systems. From improving search results over question answering and recommender systems up to explainable AI systems, the applications of knowledge graphs are manyfold."
1027,Programmieren lernen mit Python,"Du bist Schüler:in zwischen 12 und 18 Jahren? Du hast bisher noch keine Programmierkenntnisse oder möchtest gerne Python lernen, eine einfache, aber sehr mächtige Programmiersprache, die auch in Industrie und Forschung stark verbreitet ist? Dann bist du hier genau richtig! Python zeichnet sich insbesondere durch eine gute Lesbarkeit und die hohe Verfügbarkeit bestehender Bibliotheken aus.
In diesem vierwöchigen kostenlosen Einsteigerkurs lernst du spielerisch und mit gehörigem Spaßfaktor die Grundlagen der Programmierung in Python kennen. Neues Wissen vertiefen wir mit praktischen Beispielen und helfen so, den beiden Schlangen Simon und Stella ihre Probleme zu lösen. Die beiden Schlangen stehen symbolisch für die Programmiersprache Python, dessen Logo zwei Python-Schlangen bilden.
Gleichwohl sich der Kurs vor allem an Schüler:innen richtet, ist die Teilnahme für alle offen."
1028,Mastering Design Thinking in Organizations,"Design thinking (DT) is a valuable approach for enabling effective innovation in organizations (Kolko 2015). Just as a company’s, objectives for DT are diverse, so is the diversity of how and why organizations implement and succeed DT. While some companies start small in one department, others make DT part of their strategy and implement DT globally throughout the whole organization and embed it into their corporate DNA."
1029,Computational Learning Theory and Beyond,"In this course you will be introduced to computational learning theory and get a glimpse of other research towards a theory of artificial intelligence.
Our starting point will be a hands-on binary classification task. Basically, this is the challenge of classifying the elements of a given set into two groups (predicting which group each one belongs to) on the basis of given labeled data. Thus the goal of the supervised machine learning algorithms is to derive a correct classification rule. Our interest lies in strategies that work not only for one specific classification task but more universally for a pre-specified set of such. You will get to know a formalization of the aforementioned notions and see illustrating examples. In the main part, you will get to know different learning models which are all based on a modular design. By investigating the learning power of these models and the learnability of the prominent set of half-spaces, we also give arguments for how to choose an appropriate one."
1030,Digital Health für Einsteiger,"Die Digitalisierung der Medizin ist dabei, die Gesundheitsversorgung grundlegend zu verändern. „Digital Health“ heißt das Stichwort: Mit dem Einsatz digitaler Technologien sollen Gesundheit, Pflege, Leben und Gesellschaft verbessert sowie die Qualität und Effizienz der Versorgung verbessert werden.
In diesem zweiwöchigen openHPI-Kurs lernen Sie die Grundbegriffe von Digital Health kennen. Warum ist Digital Health wichtig für Ihre persönliche Gesundheit? Warum ist die Digitalisierung ein Motor für Innovationen in der Medizin? Diese Fragen werden die drei Professoren Erwin Böttinger, Bert Arnrich und Christoph Lippert vom HPI Digital Health Center beantworten und Sie in Chancen und Risiken der digital unterstützten Gesundheit einführen."
1031,Künstliche Intelligenz und maschinelles Lernen für Einsteiger,"Hier lernen Jugendliche und andere Interessierte ohne Programmier-Erfahrung und technisches Hintergrund-Wissen, die Welt des maschinellen Lernens und der künstlichen Intelligenz zu verstehen. Wir führen Sie dazu in die grundlegenden Konzepte ein. Dabei erfahren Sie, wo die Unterschiede zwischen herkömmlicher Programmierung und der Entwicklung selbstlernender Software liegen. Anhand von Beispielen erfahren Sie, was überwachtes, nicht überwachtes und verstärkendes Lernen sind. Denn diese Konzepte bilden den Kern für die Algorithmen, welche das maschinelle Lernen bewirken. Erleben Sie anhand einer konkreten Anwendung, wie mit einem solchen Lernprozess Muster und Strukturen in großen Datenmengen erkannt werden können. Auch auf ethische Fragen beim Einsatz künstlicher Intelligenz sowie die Begrenzungen der Technologie maschinellen Lernens wird in dem vierwöchigen Gratis-Kurs eingegangen. Geleitet wird er von den Masterstudenten Johannes Hötter und Christian Warmuth."
1032,HPI Academy: Leading Digital Transformation and Innovation - Fall 2020,"Change is the new constant in leadership of the 21st century. Never before in history have the opportunities of creating new business value been so easily reachable for organizations – and so elusive at the same time. Digital technology offers speed and scalability to drive successful innovation and adaptivity on the one hand – and represents one of the most important leadership challenges on the other. Leaders are charged with navigating the dynamic complexity of a new era, which more than ever requires a holistic perspective.
The ""Leading Digital Transformation and Innovation"" program consists of 3 face-to-face training blocks which are a combination of impulse lectures and practice slots, complemented and deepend by online materials made accessible on this platform.
Please find more information on the program and the application process via the HPI Academy website."
1033,A Half Century of Internet: How it works today,"The Internet connects more than half of the world's population. This revolutionary form of transmitting all kinds of data between places on the planet has made the network of networks the indispensable backbone of societies. The number of users has exploded to four billion people.
The speed of change is dramatic and for some breathtaking. Many well-known and even more unknown personalities have shaped the development of the Internet. However, this exciting success story also reveals the dark sides of this development. What has become of the original hope for a democratization of communication? To what extent has the Internet provided access to better educational opportunities? How do large Internet companies and governments use the Internet? How can you safely communicate over this network?"
1034,Let’s Git - Versionsverwaltung und OpenSource,"Wie verwalte ich verschiedene Versionen von Software oder einer großen Menge von Dateien? Nicht nur für Entwickler ist das eine spannende Frage. In diesem Kurs wollen wir euch daher das Versionsverwaltungstool Git näher bringen. Dazu machen wir einen Ausflug in die Welt der Open Source Software.
In unserem Kurs zeigen wir euch, wie ihr ein passendes Projekt findet und sofort mit der Arbeit beginnen könnt. Dieser Kurs ist an alle gerichtet, die etwas über Versionsverwaltung und Arbeit in Open Source Projekten lernen möchten.
In diesem Sinne: Lets git started!"
1035,Tatort Internet - Angriffsvektoren und Schutzmaßnahmen,"Hackern gelingt es immer wieder, Passwörter zu stehlen, auf sensible Firmen- und Userdaten zuzugreifen und somit schlimmstenfalls ganze Unternehmen lahmzulegen. So vielfältig die Möglichkeiten sind, die das Internet seinen Nutzern bietet, so vielfältig sind auch die Angriffspunkte und potenziellen Gefahren, die vom Internet ausgehen und vielen Menschen noch nicht richtig bewusst sind. In diesem openHPI-Kurs lernen Sie die Grundbegriffe der Internetsicherheit kennen. Warum ist das Internet in seinem Grunddesign unsicher? Welches sind die Schwachstellen des Internets und wie werden diese von Cyberkriminellen ausgenutzt? Diese Fragen werden unter anderem in diesem Kurs beantwortet. Gleichzeitig erhalten Sie einige Tipps, wie Sie sich vor solchen Angriffen schützen können."
1036,Co-Innovation Journey for Startups and Corporates,"We are living in a fast, rapidly changing and more complex world than ever experienced before. But every challenge has its opportunities. Be part of our co-innovation journey - starting next April - to jointly unleash this huge potential. Whether you are working in an established company, a startup, studying or preparing yourself to deep dive into this thriving ecosystem. This learning opportunity is fully online - massive - no strings attached. Are you ready for take-off?"
1037,Praktische Einführung in Deep Learning für Computer Vision,"Über “Neuronale Netze”, “Artificial Intelligence” und “Deep Learning” reden heute alle. Jeder möchte künstliche Intelligenz nutzen, doch wie fange ich am besten damit an?
In diesem Kurs werden wir künstliche neuronale Netze, die Grundlage künstlicher Intelligenz, sowohl theoretisch als auch praktisch einführen. Dabei wollen wir genauer untersuchen, wie solche Netze funktionieren und wie man sie entwickeln und einsetzen kann. Der Kurs beinhaltet theoretische Grundlagen, praktische Übungen und weiterführende Exkurse, unter anderem in die Algorithmen, welche zum Trainieren von neuronalen Netzen verwendet werden. Anschließend werden wir lernen, wie ein Netz für verschiedene Einsatzzwecke optimiert werden kann und wie wir auch mit wenig Trainingsdaten Erfolge erzielen können. Am Ende zeigen wir, wie ihr selbst ein gutes Netz für ein eigenes Problem trainieren könnt.
Ziel des Kurses ist es, ein Verständnis von künstlichen neuronalen Netzen und deren Einsatz- und Optimierungsmöglichkeiten zu schaffen."
1038,Objektorientierte Programmierung in Java,"In diesem openHPI Einsteigerkurs beschäftigen wir uns mit den Grundlagen der objektorientierten Programmierung und lösen gemeinsam mit Detektiv Duke einen mysteriösen Entführungsfall. Wesentliches Merkmal der objektorientierten Programmierung ist die geeignete Verteilung von Aufgaben auf Komponenten, die jeweils eigene Eigenschaften und Verhaltensweisen aufweisen und sich gegenseitig beeinflussen können.
Durch regelmäßige Programmieraufgaben wird das Gelernte angewendet und die Teilnehmer erwerben praktische Kenntnisse in der Programmiersprache Java.
Voraussetzungen für diesen Kurs sind lediglich ein Interesse an Programmierung, ein Computer mit Internetzugang und ein moderner Browser. Vorhergehende Programmiererfahrung ist hilfreich, aber nicht notwendig. Um erfolgreich am Kurs teilzunehmen, sollte man 4-6 Stunden Zeit pro Woche einplanen."
1039,Object-Oriented Programming in Java,"In this free online course, you’ll learn the key concepts of object-oriented programming (OOP) as well as fundamental programming techniques. You’ll apply your newly acquired knowledge by implementing hands-on programming exercises in the Java programming language. The course will be completed by an exercise to model a small, object-oriented, real-world scenario. After completing this course, you’ll be able to model and implement small programs in Java and apply OOP best practices.
This course is operated by the openHPI team on openSAP, the sister platform of openHPI."
1040,Data Engineering und Data Science – Klarheit in den Schlagwort-Dschungel,"Die Schlagwörter Künstliche Intelligenz, Data Science, Data Engineering, und Big Data dominieren seit einigen Jahren nicht nur die IT-Schlagzeilen. In unserem Kurs wollen wir diese Wörter mit grundlegendem Inhalt füllen und die typischen Arbeitsschritte eines Data Scientists nachvollziehen. Insbesondere schauen wir hinter die Kulissen und betrachten den oft mühsamen Weg der Daten bis sie endlich genutzt werden können um z.B. mittels maschinellem Lernen Modelle trainieren zu können. Dazu gehören die Datenbeschaffung, die Datenreinigung, und die Datenintegration. Anschließend lernen wir, wie man aus diesen Daten und auch aus Texten neue Erkenntnisse mittels Data Mining und maschinellem Lernen gewinnt. Der Abschluss bildet eine Diskussion über Ethik und Fairness bei der automatisierten Datenanalyse."
1041,"Trolle, Hass und Fake-News: Wie können wir das Internet retten?","In diesem Kurs wollen wir uns verschiedenen Phänomenen von Missbrauch und Fehlverhalten von Nutzer/innen im Web widmen. Neben der Einordnung und Kategorisierung dieser Phänomene wollen wir uns auch mit (technischen) Lösungen befassen, die Trolle und Fake News erkennen oder vor Hate Speech warnen. Des Weiteren wollen wir diskutieren, inwieweit jede/r Einzelne das Web besser machen kann und wie sich jede/r selbst gegen negative Auswirkungen insbesondere von sozialen Medien schützen kann.
Die zeitliche Aufteilung ist dabei wie folgt: Zuerst geben wir einen Überblick über die aktuellen Probleme und versuchen relevante Aspekte zu identifizieren sowie grundlegende Begriffe zu definieren. Weitere Schwerpunkte in der ersten Woche werden dann Trolle und Hate Speech sein. In Woche zwei beschäftigen wir uns mit Informationen im Zeitalter von sozialen Medien: Vor- und Nachteile, Fake News bis hin zu Propaganda."
1042,"Die Technologie, die die Welt veränderte - 50 Jahre Internet","Das Internet, das 1969, im selben Jahr wie die erste Mondlandung und das legendäre Woodstock-Festival, aus der Vernetzung von gerade einmal vier Computern in Kalifornien hervorging, hat sich in 50 Jahren zu einer einmaligen, weltumspannenden Infrastruktur entwickelt.
Mehr als die Hälfte der Erdbevölkerung ist durch das Internet vernetzt. Die revolutionäre Form der Übermittlung jeglicher Art von Daten zwischen Orten dieser Erde ließ das Netz der Netze zum unverzichtbaren Rückgrat der Gesellschaften werden. Die Nutzerzahlen explodierten auf inzwischen vier Milliarden Menschen (davon 57 Millionen in Deutschland), eine Innovation jagte die nächste.
Das Tempo des dramatischen Wandels, den das Internet hervorrief und noch immer antreibt, ist enorm und für manchen atemberaubend. Viele bekannte und noch mehr unbekannte Persönlichkeiten prägten die Entwicklung des Internets. Doch die spannende Erfolgsgeschichte zeigt auch, dass es Schattenseiten der Entwicklung gibt. Was ist aus der ursprünglichen Hoffnung auf eine Demokratisierung der Kommunikation geworden? Inwieweit hat das Internet Zugang zu besseren Bildungschancen ermöglicht? Wie nutzen große Internet-Konzerne und Regierungen das Netz der Netze? Wie gläsern ist der durchs Internet vernetzte Mensch, wie sicher kann er über dieses Netzwerk kommunizieren? Was machen wir Menschen mit dem Internet und was macht das Internet mit uns? Befindet sich das 50 Jahre alte Internet in einer Art Midlife Crisis, steht es angesichts von immer mehr manipulierten Inhalten an einem Wendepunkt? Wie abhängig sind wir mittlerweile von dieser Technologie und wie geht es mit ihr weiter?
Solche und ähnliche Fragen versucht unser openHPI-Kurs mit Ihnen zusammen zu beantworten und zu diskutieren. Nehmen Sie außerdem Teil an unserer großen Mitmachaktion ""Internet 100 - wie das Internet im Jahr 2069 aussieht""."
1043,Netzwerkvirtualisierung - Von einfach bis zur Cloud,"Nach der Virtualisierung der Server wird nun das Netzwerk virtualisiert. Physikalische und virtuelle Netzwerke werden entkoppelt und somit entstehen Netze mit neuen Möglichkeiten.
Der Kurs zeigt die Netzwerkvirtualisierung, die schon lange im Netzwerk Verwendung findet, bis hin zu Cloud Netzwerken und Unternehmensvernetzung mit Hilfe von SD-WAN. Praktische Hinweise im Kurs machen eine erste Planung und Einführung von virtuellen Netzwerken in Unternehmen, Behörden und Bildungseinrichtungen möglich. Neben neuen Netzwerkstrukturen, die zur Verfügung stehen, helfen virtuelle Netzwerke auch bei der Einführung von IPv6. Hier knüpft der Kurs an den IPv6 Kurs von Herrn Boeddinghaus an."
1044,Human-Centered Design: Building and Testing Prototypes,"Learn to build simple but effective prototypes, prepare testing scenarios and gain valuable feedback from potential users. This course introduces you to the basics of prototyping, planning and running real testing scenarios."
1045,Startup Talks at HPI,"Meet the founders of DesignStudio, Flixbus, GetYourGuide and GoEuro as well as Berlin’s leading startup lawyer and seed investor. Over the course of two semesters the event series “Startup Talks@HPI” will feature startup experts and founders such as Paul Stafford, Christoph Maire, André Eggert, Jochen Engert, Johannes Reck and Naren Shaam.
The speakers will give advice about making a startup a success. They will discuss entrepreneurial topics such as ideation, business and legal fundamentals, product development, marketing, sales, funding and growth. The lecture series will provide first-hand information from speakers belonging to the inner circle of the German and European startup scene.
Unlike the other openHPI courses, Startup Talks is a pure lecture series (without exam and certificate)."
1046,"Business Processes: Modeling, Simulation, Execution","Business process models play a central role in analyzing, simulating, and executing business processes. They serve as a communication vehicle for professionals with different background and expertise, ranging from business administration, quality management, and organizational development to systems architectures, and software development.
This online course introduces concepts of business process modeling and decision modeling using the industry standards Business Process Model and Notation, BPMN, and Decision Model and Notation, DMN. The course also covers concepts to describe and analyze business processes and decisions, and to simulate and execute them using modern BPM tools."
1047,Beyond Brockhaus Thinking: With Design Thinking to a Networked Culture,"Design Thinking is an innovation approach, which evolved through the past 12 years from a university program at Stanford and HPI Potsdam to a globally respected and universally applied set of methods and tools for supporting and driving change towards a networked culture in organizations. The course is an introduction to the core principles of Design Thinking, explains its cultural impact and inspires to actively use Design Thinking at the organizational level.
The course is valuable for decision makers, who want to get an idea about the strategic underpinnings of design thinking. They will learn the terminology and get a better understanding, why and how to use Design Thinking to make the transformation towards a networked organization.
The course is not a substitute for a real design thinking-workshop, which will give - at its best - the deep and diverse team experience in a creative environment to the participants. But it helps, to get a better understanding of the core concepts behind Design Thinking and supports the development of their transformational strategy."
1048,Future of Computing - IBM POWER9 and beyond,"Digitalization and exponential growth of data are challenges to the world of traditional IT. In this course we are presenting technologies that are building blocks for the “Future of Computing”.
The Systems of Engagement with unstructured data and analytical processing require new approaches for software development and deployment, like microservices, containerization and cloud-native applications. In addition, IT departments require new underlying technologies to enable processing of vast amounts of data: Hardware Acceleration, Artificial Intelligence and Blockchain Technology.
These new trends are put in contrast with essential technologies of the traditional Systems of Record. Reliability, High-Availability and Serviceability in these systems require sophisticated hardware, operating systems and middleware in order to process transactions at scale."
